FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
0.4,0.769,0.214,17,47,0.43,0.867,0.304,18,48
0.486,0.704,0.378,27,55,0.41,0.739,0.368,34,56
0.309,0.727,0.206,14,54,0.444,0.808,0.185,20,51
0.53,1,0.424,28,53,0.505,0.722,0.368,38,36
0.483,0.774,0.421,26,46,0.455,0.682,0.333,21,41
0.419,0.667,0.433,28,44,0.518,0.8,0.52,24,47
0.5,0.667,0.433,32,43,0.407,0.783,0.31,17,44
0.44,0.867,0.298,18,53,0.374,0.611,0.2,19,50
0.414,0.706,0.378,23,45,0.53,0.556,0.436,25,46
0.484,0.864,0.343,25,49,0.457,0.793,0.415,24,43
0.457,0.778,0.378,25,54,0.44,0.565,0.531,19,44
0.474,0.474,0.357,21,45,0.441,0.833,0.359,30,50
0.461,0.931,0.4,19,47,0.444,0.8,0.293,20,36
0.487,0.829,0.333,24,47,0.453,0.75,0.429,20,38
0.41,0.632,0.318,26,38,0.525,0.565,0.406,24,50
0.412,0.842,0.357,24,48,0.494,0.655,0.4,25,47
0.462,0.875,0.407,26,43,0.46,0.632,0.351,25,45
0.448,0.778,0.275,21,44,0.449,0.857,0.359,30,55
0.469,0.724,0.385,30,53,0.34,0.684,0.182,15,59
0.446,0.722,0.348,31,57,0.402,0.867,0.25,21,42
0.485,0.769,0.413,33,51,0.385,0.75,0.342,23,51
0.463,0.842,0.417,24,46,0.413,1,0.25,23,43
0.427,0.667,0.319,29,52,0.437,0.842,0.438,18,43
0.398,0.808,0.362,22,49,0.468,0.625,0.31,25,56
0.495,0.867,0.39,30,55,0.298,0.72,0.154,12,45
0.274,0.476,0.158,10,43,0.511,0.75,0.391,29,59
0.442,0.741,0.2,23,44,0.433,1,0.364,21,46
0.464,0.889,0.29,18,47,0.429,0.786,0.333,23,45
0.451,0.813,0.394,28,47,0.404,0.739,0.297,24,48
0.488,0.68,0.382,19,49,0.4,0.762,0.25,23,42
0.489,0.783,0.435,24,48,0.466,0.8,0.41,22,43
0.432,0.75,0.395,27,52,0.411,0.741,0.429,26,56
0.414,0.773,0.323,22,52,0.424,0.727,0.224,29,51
0.456,0.625,0.357,22,43,0.436,0.652,0.3,23,46
0.419,0.667,0.333,23,46,0.465,0.846,0.324,25,48
0.494,0.56,0.361,25,41,0.506,0.846,0.417,18,38
0.464,0.88,0.375,26,54,0.42,0.773,0.25,17,37
0.511,0.882,0.381,30,48,0.437,0.667,0.345,21,35
0.479,0.792,0.207,17,45,0.438,0.8,0.378,25,31
0.418,0.875,0.263,26,44,0.516,0.783,0.4,32,50
0.463,0.75,0.444,23,38,0.452,0.625,0.343,26,42
0.477,0.476,0.292,32,42,0.418,0.864,0.25,18,52
0.543,0.615,0.541,32,55,0.418,0.692,0.352,25,35
0.376,0.682,0.357,23,36,0.522,0.909,0.31,26,56
0.469,0.857,0.475,29,49,0.406,0.722,0.348,25,45
0.382,0.788,0.161,17,43,0.452,0.773,0.462,27,49
0.356,1,0.222,22,55,0.388,0.813,0.4,22,52
0.424,0.737,0.412,20,30,0.506,0.636,0.308,25,50
0.506,0.727,0.385,27,37,0.494,0.69,0.484,16,49
0.49,0.789,0.343,32,58,0.333,0.789,0.205,18,45
0.455,0.684,0.333,28,39,0.457,0.75,0.333,20,53
0.454,0.722,0.357,30,42,0.429,0.719,0.361,22,56
0.364,0.842,0.244,25,36,0.5,0.667,0.35,26,68
0.54,0.765,0.486,28,37,0.483,0.857,0.297,21,33
0.409,0.697,0.297,22,49,0.482,0.679,0.3,28,47
0.444,0.947,0.393,31,52,0.464,0.789,0.353,24,40
0.511,0.846,0.353,25,41,0.419,0.625,0.343,22,57
0.396,0.765,0.407,27,45,0.442,0.733,0.3,23,44
0.385,0.706,0.514,28,53,0.36,0.929,0.324,19,47
0.473,0.7,0.367,25,54,0.415,0.636,0.308,26,40
0.476,0.792,0.457,27,42,0.484,0.867,0.385,28,43
0.38,0.76,0.257,19,56,0.449,0.647,0.326,24,50
0.465,0.917,0.297,26,49,0.413,0.813,0.341,26,54
0.468,0.722,0.432,36,57,0.357,0.714,0.303,21,51
0.512,0.595,0.395,24,48,0.438,0.778,0.31,19,45
0.467,0.8,0.31,22,42,0.419,0.75,0.281,21,35
0.5,0.667,0.441,33,57,0.417,0.731,0.235,19,40
0.352,0.87,0.35,19,51,0.404,0.571,0.405,25,50
0.524,0.75,0.512,28,44,0.4,0.917,0.237,19,33
0.457,0.773,0.326,30,49,0.414,0.769,0.324,21,53
0.384,0.696,0.319,21,43,0.494,0.667,0.273,25,54
0.465,0.76,0.353,22,60,0.317,0.6,0.233,14,47
0.446,0.773,0.421,21,53,0.42,0.765,0.348,32,47
0.473,0.684,0.34,22,51,0.467,0.846,0.314,24,38
0.432,0.76,0.333,26,52,0.43,0.621,0.27,20,45
0.364,0.688,0.314,17,41,0.483,0.725,0.417,20,54
